Questions;Answers; ; ; ;Indexes; ; ;
Sensoriklabor Probe 131 Farbe;Hellgelb; ; ; 
Sensoriklabor Probe 131 Geruch;Blumig;Zitrus;Honigmelone;Apfel
Sensoriklabor Probe 131 Geschmack;Sauer; ; ; 
Sensoriklabor Probe 720 Farbe;Mittleres gelb; ; ; 
Sensoriklabor Probe 720 Geruch;Honigmelone;Birne; ; 
Sensoriklabor Probe 720 Geschmack;Alkoholisch;Dezente Säure;Leichte Süße; 
Sensoriklabor Probe 364 Farbe;Hellgelb; ; ; 
Sensoriklabor Probe 364 Geruch;Fruchtig;Honigmelone;Pfirsich;Rose
Sensoriklabor Probe 364 Geschmack;Alkoholisch;Dezente Säure;Bitter; 
Proband ID;6; ; ;

Studie;CATA; ; ;

Studie Variante;Weißwein; ; ;

Umgebung;Sensoriklabor; ; ;

